polymer_type,natural_fiber,fiber_percentage,molecular_weight,moisture_content,ph,temperature,density,tensile_strength,elastic_modulus,flexural_strength,impact_strength,degradation_time,weight_loss,water_absorption,biodegradation_rate
PGA,Sugarcane Bagasse,26.63427346100144,140681.23199180636,14.688240058069653,7.337109355765114,33.03832332707607,1.612,48.76,5.98,71.23,8.31,296.9,68.79,35.15,0.253
PHA,Wood Flour,43.48275309641227,234580.77404116254,9.63232165083385,6.379132706595851,39.366631747813784,1.384,74.69,7.61,108.36,13.18,293.9,70.14,35.96,0.305
PLGA,Jute,7.641396317995223,123134.30837510452,16.748754794296424,6.9220961616701615,41.68649289427056,1.317,32.07,3.47,46.08,5.42,293.4,67.65,30.98,0.274
PHA,Rice Husk,23.400678605709576,219533.37346290448,4.289709155717903,7.258825312370298,45.40712956083339,1.348,68.45,6.12,94.02,9.66,353.2,60.0,20.83,0.177
Silk,Jute,43.228957356398375,275859.21319581533,17.862455403993216,8.207711694093915,42.54207603778146,1.468,87.63,7.71,123.29,13.26,276.6,74.76,46.2,0.325
Chitosan,Hemp,48.56279347476602,343650.8082246201,13.327514242677314,7.79244149066707,40.10945428706776,1.511,133.45,9.11,182.58,14.99,331.1,64.63,41.86,0.232
Starch,Banana Fiber,15.462138725242234,321541.77807096235,3.1232355747175036,6.480448018277717,36.844324727396355,1.462,90.56,6.22,117.63,10.66,437.2,50.35,17.35,0.147
PCL,Rice Husk,45.231792254140146,191132.39914478472,10.35375981827978,6.252063527538515,29.243258512594664,1.254,58.2,7.24,87.09,12.15,313.3,67.12,38.75,0.278
Collagen,Sugarcane Bagasse,57.547643174346625,186271.70666163779,13.229460079629574,7.118704338464449,27.832515181292283,1.473,66.34,8.42,102.17,13.37,278.8,72.97,45.69,0.313
PLLA,Kenaf,54.874668255304655,170064.0018994396,11.614867317691175,7.434136488859035,45.29753003963934,1.455,93.57,8.46,132.41,13.22,238.5,79.84,44.69,0.41
PBS,Jute,48.41568425576299,38880.1913563643,8.495165082550923,5.190614191420057,41.52032754513667,1.443,68.35,6.85,104.12,9.64,193.7,95.98,36.82,0.586
PBS,Wood Flour,44.1779677322736,83105.43919560374,5.594357123382153,4.630097982391602,39.962356262790905,1.377,54.95,6.88,87.31,9.83,245.7,79.8,32.5,0.392
Chitosan,Wood Flour,17.932606941087368,48940.50825729785,5.430786640730263,6.318611407260198,27.765122077698795,1.382,40.08,4.35,54.9,5.64,316.9,65.09,21.3,0.255
Silk,Rice Husk,39.864677487646176,252833.62712810267,16.79468112912713,4.8978124891031545,49.093927856745,1.465,60.17,7.48,88.6,12.22,241.9,79.81,42.99,0.395
Cellulose,Bamboo,40.380069659566274,162235.08806981298,5.373222386269591,5.590934070297806,22.439390655457196,1.612,75.47,7.65,106.79,10.67,326.7,62.62,30.16,0.228
Gelatin,Kenaf,27.375173265097835,50406.36098093106,17.379683061878243,6.8389583974519805,45.14759450054913,1.32,42.28,4.53,61.14,6.88,213.6,88.66,38.92,0.49
PGA,Sisal,32.11585039355157,250984.02484923843,4.968727096601906,5.10580813185405,26.32340630986465,1.601,100.91,7.58,136.8,11.26,378.3,58.25,23.79,0.164
PBS,Kenaf,43.17156684960887,236219.47610494203,7.840682348928872,4.613972160912629,31.767888842269876,1.388,99.45,7.67,141.55,12.3,307.7,68.06,35.74,0.24
Silk,Sugarcane Bagasse,57.365584464073216,260388.10582095908,1.7033365358754204,6.718403179688378,32.83638328489778,1.548,98.88,10.01,142.79,15.03,340.2,61.45,31.64,0.197
PBS,Wood Flour,21.241841464256737,221946.91768370214,16.40187500004793,6.364910201068383,39.88103752323025,1.358,53.52,5.46,72.22,9.29,308.9,66.74,34.42,0.244
Cellulose,Hemp,18.549973357659173,81692.6591831309,3.22180264297823,5.725212267815751,36.39987087335726,1.544,65.74,4.77,86.94,6.26,320.4,64.82,18.24,0.237
Gelatin,Banana Fiber,38.09937907643794,49645.53527749402,7.395932780464167,6.375143242936588,25.582519510910036,1.356,53.77,6.08,81.98,8.72,288.0,68.99,31.2,0.263
PHA,Jute,12.193951129274796,291485.1104726519,15.401550536366837,7.234090557494659,20.90049459891767,1.278,67.62,4.82,89.36,9.74,414.0,54.57,31.08,0.162
PHBV,Jute,37.03930567682976,99058.87966907713,14.566315989341206,4.936002944696208,41.516401311858246,1.388,57.22,5.88,81.34,9.23,223.2,84.63,38.34,0.468
PLGA,Hemp,9.886831678928694,203609.35695173853,15.384766831175774,5.522757775026388,35.147689038757974,1.332,54.38,4.4,69.91,7.68,326.0,64.78,28.99,0.237
PCL,Flax,31.982113378247984,185269.4447142999,16.582775247786728,7.679841783742131,30.85357534050251,1.223,84.21,5.69,115.72,10.52,301.0,68.07,41.09,0.245
Cellulose,Banana Fiber,39.122790609244355,324736.81293968455,16.532668012720038,7.180490771811458,28.536178775188173,1.605,90.37,7.98,127.0,13.35,342.3,59.88,42.23,0.185
Alginate,Rice Husk,8.856030160006302,206780.7234733755,14.2132362134895,5.565014093682343,44.691329503990914,1.439,50.26,4.24,68.58,7.19,321.7,65.1,27.1,0.188
PHBV,Sugarcane Bagasse,16.38242335717461,215605.40332388823,11.109990463096981,6.092602164930242,43.86593801999119,1.322,57.14,4.85,76.45,8.01,328.1,63.57,28.23,0.236
Chitosan,Wood Flour,23.44558566837387,132241.61078906007,10.765562899528838,4.978998616214866,44.78150967628973,1.415,49.83,5.09,69.43,8.14,265.9,72.4,29.3,0.357
PHBV,Coir,25.27292823523874,336782.3045659716,1.7131723214493324,5.512510428577279,26.573148440569582,1.361,91.23,7.47,123.11,12.1,436.5,52.89,18.88,0.137
Chitosan,Nanocellulose,42.18575537897871,225959.6210365551,13.422409422984986,7.864607363819034,45.55879748373677,1.492,144.19,7.67,193.64,12.04,274.8,70.76,40.16,0.316
Alginate,Hemp,34.09617373077383,31593.722749202585,5.240165801449033,6.26164257496699,49.56619962335056,1.506,74.08,5.72,103.98,7.96,227.7,84.0,26.06,0.403
PLA,Hemp,26.01596586679298,207946.32439518825,15.173507411741031,7.0611713896764305,37.97458065687685,1.34,77.26,5.88,105.95,9.83,315.5,66.25,36.83,0.258
Cellulose,Kenaf,29.78719398879075,146436.9242576644,10.637767405127153,5.13896588287523,21.41513129959527,1.621,69.82,6.17,97.82,9.06,309.7,66.87,32.01,0.267
Gelatin,Rice Husk,5.713716885763157,40275.90537562631,17.789590018329907,5.233222655942208,41.06796106901827,1.281,14.22,2.39,18.6,3.62,246.1,78.79,31.31,0.387
PCL,Rice Husk,47.37889036191965,168095.93136226703,4.969512487721817,8.263684478094412,36.14320639022323,1.296,62.26,7.65,94.75,12.14,290.7,70.03,33.19,0.269
PHA,Coir,7.255257878213035,277541.2762811615,13.437178460243336,7.865734358540087,41.36141923512723,1.255,61.71,4.5,76.73,8.27,372.8,56.58,25.79,0.181
Collagen,Nanocellulose,50.61246211074113,191212.626546036,10.534307180403793,7.6613230366918135,25.647061991475045,1.472,158.75,8.25,195.0,12.71,315.2,66.88,39.51,0.221
Collagen,Rice Husk,34.75480867781015,234626.9075647983,16.874812935790885,5.818361135223283,38.17396486508403,1.414,54.72,6.7,80.27,11.37,282.6,71.17,42.43,0.298
Cellulose,Bamboo,34.03005551734844,234717.26903050143,5.888896185496536,6.75102393747951,36.17583031160548,1.605,83.6,7.57,113.13,10.71,348.3,60.42,26.74,0.193
Gelatin,Wood Flour,43.75182452752596,244726.1767946966,2.4807203600774796,6.4693642467311285,38.07472279758346,1.421,85.17,8.32,122.31,12.77,349.4,60.34,28.87,0.213
PLLA,Sugarcane Bagasse,52.27577429594059,154030.78226194414,10.473782949494707,8.324922626922103,41.832424588397274,1.399,62.95,7.77,95.19,12.16,247.0,78.83,41.01,0.37
PHA,Bamboo,56.845538056381535,148401.54849819042,10.10661484717471,5.458537720977372,36.32650320121027,1.444,70.95,8.5,110.33,13.13,234.5,81.08,42.0,0.421
PBS,Flax,34.885343798419164,31467.05003048808,6.643169129900336,8.288931904562268,29.654313366596984,1.361,80.5,5.47,112.4,7.87,276.5,72.41,28.04,0.311
Silk,Sugarcane Bagasse,13.286202759390504,79351.18736925474,17.777873661781182,7.32740175419946,29.27011431004896,1.37,26.1,3.52,36.0,5.39,293.8,68.44,33.15,0.263
PLA,Wood Flour,53.324700939515395,334259.26809009654,2.65023849854307,6.1547661794712365,40.85160381163346,1.395,105.15,9.73,148.65,15.9,359.7,59.8,34.5,0.208
Gelatin,Banana Fiber,7.23696101035632,299573.3490522271,10.897081616175841,5.565419445156831,39.915558747644006,1.262,70.26,4.69,89.02,9.01,385.8,56.86,22.43,0.21
Cellulose,Sisal,49.40354438958945,118034.69996476895,5.79357904586726,7.529413446772438,32.66008114940534,1.636,96.6,8.16,135.63,11.07,288.7,68.77,33.82,0.276
Collagen,Wood Flour,42.42318945341064,158381.42365625064,1.5315481923397865,7.791739706944263,30.606170850704004,1.46,74.67,7.56,108.0,11.14,342.7,60.99,26.62,0.194
PHBV,Wood Flour,54.760018408262034,330774.8234830825,17.79951076850202,5.930109529315029,38.60383502090251,1.423,83.51,8.99,120.63,16.34,284.5,69.22,48.0,0.325
Silk,Coir,54.36047326360958,110142.2334571447,9.44661180569907,5.187519644546408,29.36482135013471,1.504,57.79,7.91,89.96,12.11,255.3,77.73,40.11,0.363
PLA,Banana Fiber,7.923474699039382,200410.55017245756,15.643643142686987,6.468978308481661,48.89793741827967,1.25,49.05,3.82,64.27,7.33,302.2,64.5,28.2,0.295
PLGA,Bamboo,38.519552394661964,37065.53089772946,15.36110945424373,6.37400932137454,37.89426582890074,1.388,36.25,5.79,58.9,8.68,212.1,87.34,41.64,0.476
Cellulose,Nanocellulose,11.856930034251096,228315.1476328981,14.902593049958794,7.4016103319442506,37.75827881041606,1.524,76.29,4.78,98.75,8.02,349.3,61.96,27.98,0.201
PLGA,Kenaf,9.31577364592301,327623.5514158064,9.073784670344104,8.392739416574651,24.090001004077422,1.316,83.1,5.21,103.95,9.87,447.9,51.66,22.39,0.126
PHA,Coir,29.65524302069018,313117.8831488071,16.282784244607868,6.625128781944866,38.289437945495465,1.364,69.78,6.81,97.9,12.17,336.9,63.54,38.85,0.228
Silk,Wood Flour,10.367864691680737,190630.15060081065,7.559991779349921,7.426877154242732,28.847753786047246,1.38,57.11,4.62,72.1,7.34,394.9,56.97,20.0,0.158
Gelatin,Kenaf,45.03463107119261,237885.4311286931,8.238384151417108,5.902318617021775,33.55488237267329,1.394,100.84,8.03,142.82,13.18,318.1,62.9,36.29,0.225
Chitosan,Sugarcane Bagasse,58.29173907791798,212335.42208425136,5.719135731537663,6.89829897217637,36.145981704088086,1.545,84.28,9.4,128.73,14.22,297.9,69.38,37.4,0.278
Chitosan,Banana Fiber,36.32706267807011,51431.758129336165,8.893403752392587,4.96131172866048,34.33854822694098,1.461,52.68,5.93,80.49,8.52,252.8,77.5,33.02,0.356
PHBV,Sugarcane Bagasse,17.93428782589276,80791.51580055867,17.777253346388267,7.759736333861655,44.28179753655048,1.31,27.28,3.73,39.55,6.48,245.2,78.35,35.78,0.364
PLA,Jute,51.37635153389675,338421.5407263231,10.958470927184296,5.8772969165382305,22.983899868177232,1.398,114.07,9.24,157.38,15.56,363.7,59.16,41.8,0.178
PLA,Kenaf,51.92068562115143,111909.98299893543,15.213112867072828,4.820165390165311,25.019866273453054,1.393,77.05,7.46,115.66,11.99,233.3,80.51,46.54,0.396
PHA,Hemp,45.30322848004169,153023.74915084778,5.845158139496551,8.462245530979978,24.709700773542878,1.398,105.88,7.61,147.43,11.73,320.5,65.54,32.95,0.235
Silk,Coir,38.8322701647343,192862.1785454423,17.27269141568213,8.107152915884646,44.505001156533666,1.427,54.35,7.03,82.08,11.75,250.8,77.13,43.0,0.332
PGA,Coir,52.72858501134482,343322.2814058693,1.7173581088337304,5.289733382702751,23.54672848617332,1.681,106.34,10.23,152.21,15.56,395.2,53.32,29.38,0.142
PLGA,Hemp,13.981042509865748,250797.9219935285,16.849046112097362,5.952807401129423,49.143272944815905,1.349,68.05,4.75,87.98,8.94,309.0,66.13,32.66,0.251
PLA,Jute,56.23800694892246,231471.51927371687,16.317064190041584,8.246870786190506,49.074958713480925,1.415,93.49,8.7,136.77,14.68,223.8,83.65,48.0,0.445
Silk,Rice Husk,57.096173206581255,197807.991181075,2.6113775712637097,7.685314911300875,49.75449677062896,1.516,72.96,9.36,108.35,13.97,281.3,69.85,32.99,0.304
PHA,Rice Husk,52.95958056984234,254215.81267025828,11.479971000609485,8.125648883101086,49.390674806342886,1.413,70.87,8.7,103.81,14.47,262.5,76.17,43.35,0.361
Alginate,Rice Husk,18.786411909130692,242485.08496907091,14.456526865682717,6.750199113773587,24.470591854125495,1.433,58.97,5.46,83.3,9.72,378.4,57.56,30.63,0.153
PLLA,Rice Husk,52.199811247084604,318909.08552351425,8.16283003556236,5.472464881880392,39.722520595806216,1.426,85.63,9.42,122.77,15.33,316.4,66.94,38.57,0.25
Alginate,Bamboo,32.37010165107304,203387.29771667926,3.015645681033882,5.408214109350999,31.990710368722556,1.524,80.99,7.3,109.86,10.38,344.3,61.95,23.12,0.222
PHA,Hemp,37.72116305704539,164880.82822095673,15.185098804163017,6.602680740950164,41.95469821273964,1.364,85.32,6.45,114.64,11.06,259.3,77.81,40.37,0.334
Cellulose,Sugarcane Bagasse,51.233034237727985,288291.8489804388,9.197222239454439,8.195999884549455,32.17753820286204,1.66,90.41,9.27,132.31,14.29,342.8,60.4,37.26,0.189
PCL,Jute,6.627056449988063,285930.6670997819,5.84362667337889,7.02634793081072,31.497158722013026,1.139,76.13,4.5,97.4,8.69,439.2,49.85,18.75,0.142
Gelatin,Sugarcane Bagasse,24.961842569660515,84347.66016386799,2.6691147670810675,4.637562115166848,47.1185337401603,1.33,52.94,5.3,78.16,7.24,272.7,73.21,21.36,0.307
PHBV,Wood Flour,49.863135748445615,105773.4393140658,12.062835436234732,6.7419029120008975,34.8364013958537,1.463,51.58,7.62,79.92,11.17,240.6,79.65,41.32,0.425
PLA,Flax,49.767513109094764,336764.2436159058,2.197980707697448,6.933763514485046,42.19274574221437,1.424,156.1,9.5,195.0,15.33,364.0,59.72,31.84,0.203
PHA,Coir,51.677835978561305,172115.05228236312,14.553048759036496,6.826220131189155,39.49751445317838,1.408,59.33,7.84,91.64,12.76,245.1,79.76,45.61,0.42
PCL,Kenaf,14.30687450767202,196291.4228899807,14.217408071137472,7.264304694906472,39.731254095303214,1.184,56.02,4.24,74.58,8.15,331.3,63.87,29.01,0.226
Collagen,Rice Husk,43.8237640025378,129251.23986553913,6.828554565435698,5.674055359790798,30.473528957438745,1.464,55.7,7.39,85.63,10.62,290.4,71.76,32.71,0.285
PCL,Kenaf,13.057683727798022,183942.72732715312,9.292741140935181,5.075061234554735,27.573450240004167,1.158,57.93,4.22,76.94,7.69,358.9,60.66,25.5,0.187
Starch,Flax,48.180390492306394,267874.1143026099,12.542123495953229,7.500194515791819,46.562945795828185,1.588,128.04,8.64,176.1,13.69,286.9,68.7,41.15,0.277
PBS,Coir,18.481930244997912,184350.4311883761,17.325543625054678,5.285412351754426,20.737696146041518,1.331,42.86,4.51,60.08,8.0,332.8,62.82,35.33,0.212
Silk,Sisal,45.57997501728203,130731.09758677287,10.082491912449823,4.956635841675931,25.18776760655278,1.46,86.67,7.32,123.95,11.04,277.2,69.49,39.02,0.302
PLA,Sugarcane Bagasse,30.025089019038486,60720.32140620049,17.94521569603731,5.937508750656651,23.983617193528172,1.339,28.14,4.93,42.75,7.54,252.0,78.45,40.27,0.344
PLLA,Nanocellulose,59.24449055040248,327043.68657202914,6.864245515559189,7.831016468065936,48.48161368962722,1.436,160.0,10.29,195.0,16.52,308.0,65.63,39.28,0.24
Gelatin,Jute,36.89416069121045,308930.5032966066,10.187117119127045,4.828433231659433,20.150791182860704,1.372,99.02,7.52,138.28,12.82,382.9,56.35,34.31,0.144
Silk,Bamboo,39.79186503211574,283236.78187191114,3.4076567072756268,5.282245434966003,20.240669000143157,1.444,95.83,8.22,132.77,12.98,399.8,56.08,28.04,0.193
Starch,Kenaf,25.248993261820807,252102.7084296208,10.681252972194137,6.401037513010912,26.80184714157675,1.509,84.35,6.55,113.95,10.19,373.2,59.44,28.5,0.201
Silk,Rice Husk,45.39860868160882,194963.1630241867,10.34916960776367,5.650587885085372,28.37262346918284,1.472,60.79,7.81,91.22,12.2,300.3,68.6,39.03,0.222
Starch,Hemp,32.218710260765924,317166.9715591841,15.505429588557664,7.386644035701817,36.79473954466595,1.515,106.16,7.55,143.26,12.29,348.7,61.82,37.53,0.186
PHBV,Kenaf,5.993664930272528,283344.48409505596,17.943101140160305,7.1996097069331295,48.8368782775644,1.314,59.98,4.37,76.24,8.45,344.4,62.28,30.81,0.189
PHBV,Coir,38.47198788316048,291123.469383828,17.77193885493407,7.870065452025791,33.95127493075707,1.42,67.17,7.53,98.41,12.6,321.0,65.37,44.49,0.266
PLGA,Sisal,50.675277473614884,129056.15135982927,5.39896972880463,5.31537270099666,28.66338522431915,1.436,99.11,7.86,139.77,11.72,280.4,73.69,35.47,0.292
PLGA,Jute,18.024097353324787,165506.64748876746,7.084351635430465,7.095675018027968,44.5100095030722,1.388,66.39,5.13,90.83,7.54,329.2,63.75,23.15,0.212
Chitosan,Hemp,17.158506529685155,256176.72451944274,6.0318405054112,7.598938003727742,31.57346366036859,1.422,87.95,5.65,114.63,9.08,404.8,55.28,21.05,0.156
PGA,Nanocellulose,38.488740071559874,148739.9370264812,4.794712597066679,4.750668491115512,24.252405406716846,1.672,137.83,7.31,185.88,9.82,319.5,64.18,27.49,0.245
PLA,Coir,49.98886020340217,188071.8890481539,3.977244218070873,4.647291770677576,43.83737633542037,1.46,76.89,8.43,113.17,12.79,272.1,74.77,30.65,0.327
PHA,Sisal,18.72911858139667,236884.1496656395,9.943776207369764,6.737033352243124,20.07243165781303,1.323,76.49,5.52,102.76,9.65,404.0,53.96,26.22,0.172
PLA,Hemp,56.27444581836715,170082.68850696992,15.896229909548902,6.851419072264772,26.15344540445499,1.386,108.34,8.22,153.97,13.45,258.4,74.75,48.0,0.3
HA,Nanocellulose,56.0063046174852,283772.6742921248,11.232814876303133,6.071235038823636,39.0539940299103,1.202,160.0,8.95,195.0,15.47,288.1,71.51,45.2,0.283
Cellulose,Kenaf,16.029516954936334,67209.22844304479,15.898950229733266,4.644293256385002,23.073871920138366,1.522,35.95,4.03,49.69,5.54,280.5,73.16,31.82,0.293
PHA,Coir,19.508142663124865,259778.08313024553,17.331661360630342,6.107687281431686,27.674547620780583,1.337,58.09,5.56,77.6,9.18,352.1,60.11,35.08,0.227
Starch,Sugarcane Bagasse,43.53293460214888,76467.21939560893,7.821833445759175,7.068354164564872,31.79913062112172,1.578,54.29,7.21,81.26,9.13,269.4,73.58,32.49,0.333
PCL,Banana Fiber,57.34532099634343,330108.68957712833,15.288518810832526,7.307521676265951,31.892559825672805,1.348,100.89,9.53,145.38,16.6,317.7,66.19,48.0,0.233
Cellulose,Wood Flour,44.043547882697304,130492.05782238679,2.36353111250578,6.471165895771781,49.184089232838886,1.648,67.91,7.75,99.23,10.6,268.2,74.38,26.31,0.317
PLA,Banana Fiber,29.469502740129588,284538.35553263075,9.437707019355575,6.600099909702779,40.26637089409992,1.372,83.03,6.89,110.81,11.96,346.2,60.69,31.1,0.191
PLA,Nanocellulose,14.295074053457672,196853.43299477635,7.576892592108875,7.190697103570228,21.11064256012203,1.261,83.18,4.99,110.3,7.96,403.6,53.98,22.68,0.132
PGA,Sisal,30.355541686179162,59147.861308119725,4.880056121709838,6.297209527767282,26.640507262022805,1.62,68.06,5.72,93.65,6.76,302.6,66.94,24.55,0.278
Collagen,Wood Flour,38.37222855838049,216427.79340515187,8.733481359115144,5.5540597947147425,38.49293121183858,1.417,71.05,7.26,103.09,11.38,317.5,67.75,32.91,0.256
PHA,Wood Flour,23.202355542615766,321896.87580242235,8.821091834303676,5.391879552171388,41.402684853358835,1.287,82.11,6.49,110.27,11.52,375.4,56.56,28.1,0.202
PLGA,Bamboo,33.06418016600494,80315.00942012927,14.84090328329191,7.511011642719886,31.41788750920803,1.435,43.73,5.53,64.73,8.46,261.2,76.57,38.11,0.35
Cellulose,Sisal,12.161777058078826,132818.22379546613,15.83715709256674,6.450194546523081,45.69715114527167,1.513,47.17,4.15,61.73,6.54,277.5,71.5,30.3,0.289
Cellulose,Wood Flour,29.870345748192253,170530.77470647686,12.339682001329857,6.996343981284745,48.3028397068515,1.587,56.48,6.3,76.97,9.3,273.5,74.52,33.68,0.326
Cellulose,Kenaf,9.99267004112547,118016.98026900919,11.950904597868249,6.38442316894001,38.42186935147642,1.54,45.86,4.01,59.33,6.26,315.7,65.52,24.97,0.218
PLGA,Coir,7.699881247194483,332009.43191563553,3.3180093329101554,7.775349665695286,36.87168967887828,1.307,84.47,5.42,107.38,9.28,458.5,48.4,15.57,0.123
PLLA,Coir,52.148195357963,150800.08473870897,10.991819899661058,6.487389390911609,42.524163592649906,1.379,56.75,7.72,87.61,12.4,238.0,80.19,41.28,0.399
PLA,Banana Fiber,16.27948712803412,240579.85871541718,6.028338673088336,8.452218495693153,43.46131364465642,1.302,74.48,5.22,98.12,8.9,366.2,57.78,22.07,0.165
PGA,Kenaf,36.633543102036334,101653.36459842109,6.36358501380535,5.470418458878292,26.46304904471839,1.629,75.21,6.7,107.13,9.61,301.8,66.91,29.53,0.254
Gelatin,Bamboo,13.194051712549584,100305.89999412744,3.0637817623575083,5.054106748942257,34.50709547912413,1.347,50.72,4.46,65.98,6.25,346.7,61.77,15.23,0.199
PLGA,Jute,19.439016400011024,86271.78739326051,11.991824522636811,5.994386075654793,33.422979816585794,1.364,45.17,4.59,62.92,6.23,290.8,70.35,29.26,0.287
PGA,Bamboo,24.87366808732164,169139.92432855145,11.132838757038218,8.174626442950842,48.24400364412379,1.616,62.39,6.01,86.91,8.49,287.4,72.03,28.18,0.318
Alginate,Coir,12.902203999512363,200514.62473281726,5.1344973582202025,7.90925039347537,23.352978220609906,1.378,61.43,5.15,83.05,8.13,415.4,52.55,18.22,0.137
PBS,Jute,7.527926335611068,33439.413040506166,5.840109238640478,5.489411862572625,48.30411412089828,1.292,35.1,3.07,43.26,4.68,283.5,70.73,18.52,0.279
Collagen,Bamboo,53.243789110990605,296535.49683619663,14.254519570014027,6.898790272783964,37.17783636631824,1.478,90.23,9.28,130.38,14.95,293.0,70.77,45.19,0.269
PLA,Wood Flour,5.650805973387467,194081.2456099516,14.583400499909656,6.85575895409287,28.64158829308528,1.296,44.83,3.77,55.44,6.52,370.7,57.66,28.04,0.17
PBS,Sugarcane Bagasse,8.37265405592873,80307.17549325826,9.635896692887925,5.673587579450824,46.08030394557249,1.271,35.26,3.32,48.58,4.85,279.4,72.1,22.06,0.321
PLLA,Jute,49.27896884554564,51533.8600009564,3.9585444778251144,5.441526716742524,21.512746549910553,1.418,74.1,7.18,111.49,10.31,273.8,73.03,30.99,0.309
Starch,Sugarcane Bagasse,20.510458522518082,50223.77508138497,2.4172742878487874,6.0601979456092865,29.56820554090832,1.46,47.91,4.81,66.11,6.32,320.5,66.06,19.29,0.243
PCL,Coir,44.75511656130835,112445.91579472928,5.9792362411243,7.654475203221649,42.576098424767196,1.245,55.41,6.84,85.28,10.78,266.7,76.56,33.49,0.336
PLGA,Kenaf,13.042416206985257,189773.48735071323,13.56456541774951,5.266860166210251,44.830752163078714,1.328,56.17,4.33,73.88,7.79,299.0,68.01,28.23,0.287
Alginate,Rice Husk,18.050496172819564,305276.6515209595,11.413474433589936,6.28289375449379,25.024936615117838,1.446,72.95,5.93,95.63,10.53,410.4,52.9,27.98,0.119
Gelatin,Sugarcane Bagasse,36.502708412834636,318948.9366050891,13.348761684464378,6.426794193812765,48.25308193152174,1.358,81.98,7.57,114.45,13.07,316.0,66.66,37.82,0.224
Starch,Banana Fiber,59.374971116910594,296344.93439340923,9.28384168317145,8.256498895097492,21.611675477364216,1.593,107.39,9.91,154.02,16.41,352.5,61.93,41.41,0.205
PGA,Wood Flour,9.039445858757276,135140.30979863158,13.952647053447059,5.714089845086095,33.00664602591862,1.564,38.17,4.2,51.67,6.14,308.3,67.34,26.28,0.269
PHBV,Wood Flour,27.030502889000772,128098.48054595178,9.433295605432455,4.578586290752526,22.923423032384694,1.379,50.19,5.47,73.46,8.61,313.5,66.35,30.11,0.274
Silk,Rice Husk,7.369453350325864,345986.6704495992,2.88624341926252,7.2749249701701775,22.930932493502993,1.312,86.25,5.43,111.81,9.81,501.1,46.88,14.23,0.102
PLA,Nanocellulose,15.957454346078618,248009.80159598685,2.8176618739888624,7.523166009609228,47.41695870685187,1.299,102.38,5.58,132.87,9.14,383.3,56.5,17.34,0.164
PLA,Banana Fiber,54.91090647611775,127584.62120241337,15.21979486750449,7.3121295657027945,47.118951302127556,1.374,67.16,7.6,102.55,12.5,195.3,97.04,47.41,0.582
Alginate,Sugarcane Bagasse,10.30530570843733,135305.6487439371,11.888801514396404,7.30295592475008,38.457750606600804,1.46,43.66,3.79,59.51,6.23,326.5,62.86,24.93,0.231
PGA,Sugarcane Bagasse,52.127075675659846,169086.22057942304,6.105596475321777,6.432909660047631,48.98866171381378,1.71,75.64,8.71,111.27,12.31,249.2,78.19,36.26,0.353
Chitosan,Flax,14.77917809605447,228978.143303948,13.993394727690475,4.574643217922808,34.731598494139604,1.392,72.43,5.09,97.17,8.65,326.4,64.9,29.76,0.245
PLA,Sugarcane Bagasse,52.39816655957372,317353.33119093726,3.739632575123922,7.419671901387666,43.485665282514205,1.39,101.84,9.48,144.23,15.13,351.7,60.27,33.05,0.182
Chitosan,Hemp,34.591207972462136,93458.27830285096,12.146517076949458,8.246080756203147,22.918081262378912,1.452,76.64,5.82,104.34,9.01,286.7,71.24,35.69,0.343
Gelatin,Sisal,53.301367082476396,57009.08725902803,17.826518171059273,5.1295454221414625,31.86852472393148,1.405,69.13,7.0,103.28,11.09,174.9,98.0,48.0,0.65
Cellulose,Bamboo,13.343700455833623,159840.67966535443,3.9753225147650517,4.771657036334269,35.45275772596443,1.574,63.62,5.11,81.0,6.32,356.5,59.01,14.68,0.222
PHBV,Flax,46.91201032193043,108545.75443538452,3.8420904416622124,5.5608211542809345,43.34448739664211,1.4,112.41,7.4,153.89,11.5,252.8,77.79,30.67,0.364
Alginate,Bamboo,42.438422784431715,214330.45550051308,9.219267784393336,7.8991754112528145,30.034441912325732,1.541,77.71,7.9,112.04,12.23,327.4,61.89,34.99,0.224
Starch,Flax,34.86133630661294,253748.7478871749,12.103913238606223,4.92458871154907,49.41009030945186,1.512,109.81,7.32,149.32,11.51,279.1,73.45,35.36,0.296
Cellulose,Jute,49.58230394260352,129435.50518957757,1.938014548949059,7.360673602696709,42.04490190065296,1.659,93.19,8.56,133.45,11.2,292.5,68.96,28.89,0.296
Cellulose,Kenaf,40.655181343487186,249344.41243583633,9.744570047364487,4.751789736751537,35.98903724344192,1.616,97.2,8.17,135.28,12.45,309.3,68.13,35.09,0.231
PBS,Sugarcane Bagasse,53.23758085342622,139807.12155449812,2.872310803962246,4.6311560603193405,29.922947930571407,1.434,72.9,8.35,108.9,12.71,286.2,71.71,32.73,0.292
PGA,Sugarcane Bagasse,25.958418073206133,233189.80469320386,5.481842317246379,8.065207504224897,39.261459698454374,1.63,75.54,6.82,104.02,9.87,364.3,59.41,22.94,0.202
PGA,Sisal,37.44577480505983,232579.45815916796,13.254560726553756,7.582240931863355,40.191891110023576,1.635,92.3,7.65,130.73,11.61,302.5,64.75,36.41,0.275
HA,Sisal,52.88304634166414,119011.105094926,13.691271635016541,6.894340195936072,40.37546058900962,1.214,83.75,7.54,123.82,11.94,218.1,85.97,45.75,0.465
